Oper,DataType,Code,#Operand,#Result,Latency,Throughput,UMC28-Area (um2),UMC28-Power (uW),VU9P-TotalLUTs,VU9P-LogicLUTs,VU9P-LUTRAMs,VU9P-SRLs,VU9P-FFs,VU9P-RAMB36,VU9P-RAMB18,VU9P-URAM,VU9P-DSPBlocks,Notes
LT,I32,1097,2,1,1,1,,,18,18,0,0,0,0,0,0,0,
LNot,I64x4,1098,1,1,1,1,,,91,91,0,0,0,0,0,0,0,
EQ,I32x4,1099,2,1,1,1,,,47,47,0,0,0,0,0,0,0,
D64ToSI8,D64x4,1100,1,1,1,1,,,1639,1639,0,0,0,0,0,0,0,
F32ToUI32,D64x8,1101,1,1,1,1,,,2216,2216,0,0,0,0,0,0,0,
LOr,I8,1102,2,1,1,1,,,6,6,0,0,0,0,0,0,0,
SI8ToSI16,I64x2,1103,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
H16ToUI64,D64x2,1104,1,1,1,1,,,283,283,0,0,0,0,0,0,0,
Cat,I16x2,1105,2,1,1,1,,,17,17,0,0,0,0,0,0,0,
Mul,I16x8,1106,2,1,1,1,,,91,91,0,0,0,0,0,0,8,
FLT,D64,1107,2,1,1,1,,,620,620,0,0,0,0,0,0,0,
H16ToSI16,F32x8,1108,1,1,1,1,,,1036,1036,0,0,0,0,0,0,0,
UI8ToUI64,I64x8,1109,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
GE,I64x2,1110,2,1,1,1,,,66,66,0,0,0,0,0,0,0,
SI16ToUI8,I32x4,1111,1,1,1,1,,,10,10,0,0,0,0,0,0,0,
UI16ToSI64,I64x2,1112,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
SI16ToSI8,U16x4,1113,1,1,1,1,,,10,10,0,0,0,0,0,0,0,
Mod,I32x4,1114,2,1,1,1,,,5063,5063,0,0,0,0,0,0,0,
F32ToSI16,D64,1115,1,1,1,1,,,213,213,0,0,0,0,0,0,0,
SI64ToSI32,U64x4,1116,1,1,1,1,,,32,32,0,0,0,0,0,0,0,
UI32ToUI64,U64x4,1117,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
ppMulAdd,I64x2,1118,3,1,1,1,,,590,590,0,0,0,0,0,0,32,
SI16ToUI8,I32,1119,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
SI8ToH16,H16,1120,1,1,1,1,,,27,27,0,0,0,0,0,0,0,
FixedCos,U64x2,1121,1,1,1,1,,,547,547,0,0,0,0,0,0,0,
LXor,H16,1122,2,1,1,1,,,8,8,0,0,0,0,0,0,0,
UI16ToSI16,I16x8,1123,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
SI16ToUI16,U64,1124,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
SI32ToUI8,I64x4,1125,1,1,1,1,,,22,22,0,0,0,0,0,0,0,
SI16ToSI8,U16,1126,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
SI8ToF32,D64x2,1127,1,1,1,1,,,55,55,0,0,0,0,0,0,0,
LNot,H16x4,1128,1,1,1,1,,,17,17,0,0,0,0,0,0,0,
SI32ToSI8,I32x2,1129,1,1,1,1,,,12,12,0,0,0,0,0,0,0,
FixedCos,U32,1130,1,1,1,1,,,149,149,0,0,0,0,0,0,0,
F32ToUI16,F32x8,1131,1,1,1,1,,,1613,1613,0,0,0,0,0,0,0,
UI8ToSI16,I16x2,1132,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
UI8ToH16,H16x2,1133,1,1,1,1,,,45,45,0,0,0,0,0,0,0,
UI8ToH16,H16x8,1134,1,1,1,1,,,172,172,0,0,0,0,0,0,0,
LAnd,I32,1135,2,1,1,1,,,19,19,0,0,0,0,0,0,0,
SI8ToUI16,U64x4,1136,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
UI16ToUI8,U64x8,1137,1,1,1,1,,,18,18,0,0,0,0,0,0,0,
Add,I32x8,1138,2,1,1,1,,,385,385,0,0,0,0,0,0,0,
UI32ToSI16,U64,1139,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
SI32ToF32,F32x2,1140,1,1,1,1,,,439,439,0,0,0,0,0,0,0,
LOr,I16x2,1141,2,1,1,1,,,19,19,0,0,0,0,0,0,0,
EQ,I8x8,1142,2,1,1,1,,,33,33,0,0,0,0,0,0,0,
H16ToUI64,D64x4,1143,1,1,1,1,,,556,556,0,0,0,0,0,0,0,
UI8ToUI32,U64x2,1144,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
LE,U16,1145,2,1,1,1,,,10,10,0,0,0,0,0,0,0,
UI8ToUI16,U16x2,1146,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
SI64ToUI64,U64x4,1147,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
LOr,H16,1148,2,1,1,1,,,10,10,0,0,0,0,0,0,0,
UI32ToUI16,I64x2,1149,1,1,1,1,,,9,9,0,0,0,0,0,0,0,
UI8ToSI8,I32x4,1150,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
SI64ToSI16,I64,1151,1,1,1,1,,,11,11,0,0,0,0,0,0,0,
UI16ToSI16,U16x8,1152,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
Mod,I16,1153,2,1,1,1,,,350,350,0,0,0,0,0,0,0,
SI16ToH16,D64,1154,1,1,1,1,,,71,71,0,0,0,0,0,0,0,
FMul,F32,1155,2,1,1,1,,,501,501,0,0,0,0,0,0,2,
LOr,I8x8,1156,2,1,1,1,,,41,41,0,0,0,0,0,0,0,
SI32ToUI64,U64x2,1157,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
SI16ToSI8,U32x8,1158,1,1,1,1,,,18,18,0,0,0,0,0,0,0,
SI32ToUI32,U64x8,1159,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
SI32ToSI16,I64x4,1160,1,1,1,1,,,16,16,0,0,0,0,0,0,0,
SI32ToSI16,U64x4,1161,1,1,1,1,,,16,16,0,0,0,0,0,0,0,
UI16ToUI32,I64x4,1162,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
UI8ToUI16,I64x4,1163,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
LOr,D64x4,1164,2,1,1,1,,,129,129,0,0,0,0,0,0,0,
pnMulAdd,U64x2,1165,3,1,1,1,,,716,716,0,0,0,0,0,0,32,
UI8ToSI32,U32x8,1166,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
UI64ToUI16,I64x4,1167,1,1,1,1,,,42,42,0,0,0,0,0,0,0,
LXor,H16x8,1168,2,1,1,1,,,56,56,0,0,0,0,0,0,0,
SI64ToUI64,U64,1169,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
nnMulAdd,I32x2,1170,3,1,1,1,,,269,269,0,0,0,0,0,0,8,
UI16ToUI32,U32x8,1171,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
FnnMulAdd,H16x4,1172,3,1,1,1,,,2713,2713,0,0,0,0,0,0,4,
F32ToUI16,D64,1173,1,1,1,1,,,290,290,0,0,0,0,0,0,0,
SI16ToUI8,I64x8,1174,1,1,1,1,,,18,18,0,0,0,0,0,0,0,
SI16ToSI8,U16x2,1175,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
UI32ToUI16,I32x2,1176,1,1,1,1,,,9,9,0,0,0,0,0,0,0,
SI8ToSI16,U64,1177,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
UI8ToSI8,I8,1178,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
NE,I16x8,1179,2,1,1,1,,,56,56,0,0,0,0,0,0,0,
Mod,I8,1180,2,1,1,1,,,113,113,0,0,0,0,0,0,0,
F32ToSI8,D64x4,1181,1,1,1,1,,,709,709,0,0,0,0,0,0,0,
FNE,F32,1182,2,1,1,1,,,221,221,0,0,0,0,0,0,0,
UI8ToSI8,U16x8,1183,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
SI32ToSI64,U64,1184,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
LXor,F32,1185,2,1,1,1,,,14,14,0,0,0,0,0,0,0,
SI32ToUI32,U64,1186,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
H16ToSI8,D64x2,1187,1,1,1,1,,,308,308,0,0,0,0,0,0,0,
H16ToSI16,H16x2,1188,1,1,1,1,,,260,260,0,0,0,0,0,0,0,
pnMulAdd,U16,1189,3,1,1,1,,,12,12,0,0,0,0,0,0,1,
FixedSin,I16x8,1190,1,1,1,1,,,537,537,0,0,0,0,0,0,0,
SI8ToUI16,I16x4,1191,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
RShf,I16x8,1192,2,1,1,1,,,282,282,0,0,0,0,0,0,0,
FixedCos,I32x8,1193,1,1,1,1,,,1185,1185,0,0,0,0,0,0,0,
UI8ToSI16,U32x2,1194,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
LNot,U64,1195,1,1,1,1,,,23,23,0,0,0,0,0,0,0,
UI16ToSI64,U64,1196,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
SI16ToUI32,I64x2,1197,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
UI16ToSI64,U64x4,1198,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
UI8ToSI64,U64x8,1199,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
Div,U8x4,1200,2,1,1,1,,,299,299,0,0,0,0,0,0,0,
Div,I8x2,1201,2,1,1,1,,,211,211,0,0,0,0,0,0,0,
nnMulAdd,I16x8,1202,3,1,1,1,,,91,91,0,0,0,0,0,0,8,
SI8ToH16,F32,1203,1,1,1,1,,,27,27,0,0,0,0,0,0,0,
UI16ToSI8,U16x2,1204,1,1,1,1,,,6,6,0,0,0,0,0,0,0,
UI32ToSI32,U32x2,1205,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
SI32ToUI8,U64x4,1206,1,1,1,1,,,22,22,0,0,0,0,0,0,0,
H16ToUI8,D64x8,1207,1,1,1,1,,,757,757,0,0,0,0,0,0,0,
GT,U8x8,1208,2,1,1,1,,,37,37,0,0,0,0,0,0,0,
Div,U8,1209,2,1,1,1,,,76,76,0,0,0,0,0,0,0,
LNot,H16x8,1210,1,1,1,1,,,33,33,0,0,0,0,0,0,0,
Div,U64,1211,2,1,1,1,,,4214,4214,0,0,0,0,0,0,0,
Mod,I8x2,1212,2,1,1,1,,,226,226,0,0,0,0,0,0,0,
pnMulAdd,I8x4,1213,3,1,1,1,,,342,342,0,0,0,0,0,0,0,
D64ToF32,D64,1214,1,1,1,1,,,532,532,0,0,0,0,0,0,0,
D64ToUI64,D64,1215,1,1,1,1,,,704,704,0,0,0,0,0,0,0,
ppMulAdd,I16x4,1216,3,1,1,1,,,46,46,0,0,0,0,0,0,4,
SI64ToF32,D64,1217,1,1,1,1,,,504,504,0,0,0,0,0,0,0,
UI64ToH16,D64x2,1218,1,1,1,1,,,746,746,0,0,0,0,0,0,0,
FixedCos,I16x4,1219,1,1,1,1,,,273,273,0,0,0,0,0,0,0,
SI16ToSI8,U16x8,1220,1,1,1,1,,,18,18,0,0,0,0,0,0,0,
RShf,U32,1221,2,1,1,1,,,85,85,0,0,0,0,0,0,0,
NE,I32x4,1222,2,1,1,1,,,47,47,0,0,0,0,0,0,0,
SI32ToUI16,U64x2,1223,1,1,1,1,,,9,9,0,0,0,0,0,0,0,
EQ,I64x4,1224,2,1,1,1,,,91,91,0,0,0,0,0,0,0,
NE,U64x2,1225,2,1,1,1,,,46,46,0,0,0,0,0,0,0,
UI8ToSI32,I64x8,1226,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
F32ToSI32,F32x2,1227,1,1,1,1,,,599,599,0,0,0,0,0,0,0,
SI64ToSI32,U64x8,1228,1,1,1,1,,,62,62,0,0,0,0,0,0,0,
GE,I16x8,1229,2,1,1,1,,,69,69,0,0,0,0,0,0,0,
Mod,U32x4,1230,2,1,1,1,,,4574,4574,0,0,0,0,0,0,0,
SI32ToSI8,I64,1231,1,1,1,1,,,6,6,0,0,0,0,0,0,0,
UI32ToSI16,I32x8,1232,1,1,1,1,,,32,32,0,0,0,0,0,0,0,
FSub,F32,1233,2,1,1,1,,,859,859,0,0,0,0,0,0,0,
FDiv,H16x8,1234,2,1,1,1,,,3106,3106,0,0,904,0,0,0,0,
H16ToUI16,H16x8,1235,1,1,1,1,,,972,972,0,0,0,0,0,0,0,
UI8ToUI32,I32x4,1236,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
UI16ToSI16,I16x4,1237,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
SI8ToSI16,U32x4,1238,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
UI16ToH16,H16x4,1239,1,1,1,1,,,285,285,0,0,0,0,0,0,0,
H16ToUI8,H16x8,1240,1,1,1,1,,,757,757,0,0,0,0,0,0,0,
FixedSin,U32x2,1241,1,1,1,1,,,295,295,0,0,0,0,0,0,0,
FSqrt,H16x2,1242,2,1,1,1,,,671,671,0,0,208,0,0,0,0,
GT,I64x2,1243,2,1,1,1,,,66,66,0,0,0,0,0,0,0,
UI16ToUI32,U32x4,1244,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
UI8ToSI64,U64,1245,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
SI64ToUI8,U64x4,1246,1,1,1,1,,,48,48,0,0,0,0,0,0,0,
RShf,I64,1247,2,1,1,1,,,204,204,0,0,0,0,0,0,0,
UI8ToSI8,U32x2,1248,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
LAnd,I8x4,1249,2,1,1,1,,,21,21,0,0,0,0,0,0,0,
UI8ToSI16,U32x4,1250,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
LOr,F32x4,1251,2,1,1,1,,,66,66,0,0,0,0,0,0,0,
UI32ToF32,F32x2,1252,1,1,1,1,,,255,255,0,0,0,0,0,0,0,
GT,U32x8,1253,2,1,1,1,,,133,133,0,0,0,0,0,0,0,
Select,U16x8,1254,3,1,1,1,,,129,129,0,0,0,0,0,0,0,
SI8ToSI32,U64,1255,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
SI64ToUI64,U64x8,1256,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
UI32ToUI8,I32x4,1257,1,1,1,1,,,24,24,0,0,0,0,0,0,0,
D64ToUI32,D64x2,1258,1,1,1,1,,,1292,1292,0,0,0,0,0,0,0,
EQ,I8x4,1259,2,1,1,1,,,17,17,0,0,0,0,0,0,0,
LAnd,U32x4,1260,2,1,1,1,,,73,73,0,0,0,0,0,0,0,
GT,I16x8,1261,2,1,1,1,,,69,69,0,0,0,0,0,0,0,
H16ToUI32,F32x4,1262,1,1,1,1,,,556,556,0,0,0,0,0,0,0,
SI64ToUI64,I64x4,1263,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
FGT,D64x4,1264,2,1,1,1,,,2356,2356,0,0,0,0,0,0,0,
SI32ToUI64,U64x8,1265,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
FGE,D64x2,1266,2,1,1,1,,,1226,1226,0,0,0,0,0,0,0,
EQ,U8,1267,2,1,1,1,,,5,5,0,0,0,0,0,0,0,
H16ToF32,F32x4,1268,1,1,1,1,,,204,204,0,0,0,0,0,0,0,
SI32ToUI8,I32x4,1269,1,1,1,1,,,22,22,0,0,0,0,0,0,0,
FixedSin,U64x2,1270,1,1,1,1,,,545,545,0,0,0,0,0,0,0,
Sub,U32x4,1271,2,1,1,1,,,193,193,0,0,0,0,0,0,0,
UI64ToUI8,U64x2,1272,1,1,1,1,,,25,25,0,0,0,0,0,0,0,
SI8ToSI16,U16,1273,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
pnMulAdd,U8x8,1274,3,1,1,1,,,756,756,0,0,0,0,0,0,0,
UI32ToUI64,I64x4,1275,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
SI32ToUI16,I64,1276,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
SI16ToF32,F32x8,1277,1,1,1,1,,,562,562,0,0,0,0,0,0,0,
UI8ToSI16,I64x2,1278,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
SI16ToUI16,I16x8,1279,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
SI16ToF32,F32,1280,1,1,1,1,,,71,71,0,0,0,0,0,0,0,
SI8ToUI16,U16x4,1281,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
SI32ToSI16,U32,1282,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
UI8ToD64,D64,1283,1,1,1,1,,,20,20,0,0,0,0,0,0,0,
UI64ToSI32,I64x8,1284,1,1,1,1,,,58,58,0,0,0,0,0,0,0,
SI16ToUI8,I64x4,1285,1,1,1,1,,,10,10,0,0,0,0,0,0,0,
LNot,U16x4,1286,1,1,1,1,,,17,17,0,0,0,0,0,0,0,
FDiv,F32x2,1287,2,1,1,1,,,1381,1381,0,0,376,0,0,0,0,
nnMulAdd,U64,1288,3,1,1,1,,,359,359,0,0,0,0,0,0,16,
NE,I16x4,1289,2,1,1,1,,,28,28,0,0,0,0,0,0,0,
ppMulAdd,I32x2,1290,3,1,1,1,,,205,205,0,0,0,0,0,0,8,
nnMulAdd,U16x2,1291,3,1,1,1,,,24,24,0,0,0,0,0,0,2,
LXor,U8,1292,2,1,1,1,,,6,6,0,0,0,0,0,0,0,
FpnMulAdd,F32x4,1293,3,1,1,1,,,5793,5793,0,0,0,0,0,0,8,
SI8ToH16,D64,1294,1,1,1,1,,,27,27,0,0,0,0,0,0,0,
Sub,I16,1295,2,1,1,1,,,25,25,0,0,0,0,0,0,0,
SI16ToUI8,U64x4,1296,1,1,1,1,,,10,10,0,0,0,0,0,0,0,
SI16ToSI32,U32,1297,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
NE,U16x8,1298,2,1,1,1,,,56,56,0,0,0,0,0,0,0,
LOr,U8x2,1299,2,1,1,1,,,11,11,0,0,0,0,0,0,0,
GT,U16x2,1300,2,1,1,1,,,18,18,0,0,0,0,0,0,0,
FDiv,H16,1301,2,1,1,1,,,363,363,0,0,113,0,0,0,0,
Mod,I16x4,1302,2,1,1,1,,,1394,1394,0,0,0,0,0,0,0,
UI16ToSI32,I32x4,1303,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
SI16ToH16,H16,1304,1,1,1,1,,,69,69,0,0,0,0,0,0,0,
LXor,U64,1305,2,1,1,1,,,28,28,0,0,0,0,0,0,0,
LXor,U16x8,1306,2,1,1,1,,,56,56,0,0,0,0,0,0,0,
FixedCos,U16x2,1307,1,1,1,1,,,137,137,0,0,0,0,0,0,0,
SI8ToUI16,I16,1308,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
UI32ToSI8,U32,1309,1,1,1,1,,,6,6,0,0,0,0,0,0,0,
GT,I32x8,1310,2,1,1,1,,,133,133,0,0,0,0,0,0,0,
SI32ToSI16,I64x8,1311,1,1,1,1,,,31,31,0,0,0,0,0,0,0,
LOr,U32x4,1312,2,1,1,1,,,66,66,0,0,0,0,0,0,0,
LAnd,I16x8,1313,2,1,1,1,,,73,73,0,0,0,0,0,0,0,
FLT,H16x2,1314,2,1,1,1,,,213,213,0,0,0,0,0,0,0,
UI32ToSI8,I64x8,1315,1,1,1,1,,,45,45,0,0,0,0,0,0,0,
FAdd,F32x4,1316,2,1,1,1,,,3315,3315,0,0,0,0,0,0,0,
FSqrt,F32x8,1317,2,1,1,1,,,5072,5072,0,0,1416,0,0,0,0,
D64ToUI32,D64x4,1318,1,1,1,1,,,2343,2343,0,0,0,0,0,0,0,
GE,I8x8,1319,2,1,1,1,,,37,37,0,0,0,0,0,0,0,
pnMulAdd,I16x8,1320,3,1,1,1,,,91,91,0,0,0,0,0,0,8,
Sub,I8x2,1321,2,1,1,1,,,22,22,0,0,0,0,0,0,0,
SI32ToUI8,U64x8,1322,1,1,1,1,,,44,44,0,0,0,0,0,0,0,
SI8ToSI16,U32,1323,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
Sub,U64,1324,2,1,1,1,,,97,97,0,0,0,0,0,0,0,
FMul,F32x2,1325,2,1,1,1,,,1004,1004,0,0,0,0,0,0,4,
UI8ToUI32,U32x8,1326,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
LT,U64x4,1327,2,1,1,1,,,131,131,0,0,0,0,0,0,0,
UI8ToSI32,I32x4,1328,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
LAnd,I64x4,1329,2,1,1,1,,,141,141,0,0,0,0,0,0,0,
LE,U8x4,1330,2,1,1,1,,,19,19,0,0,0,0,0,0,0,
F32ToSI32,D64x2,1331,1,1,1,1,,,599,599,0,0,0,0,0,0,0,
SI8ToUI16,U32x8,1332,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
UI16ToSI8,U32x2,1333,1,1,1,1,,,6,6,0,0,0,0,0,0,0,
LAnd,U64,1334,2,1,1,1,,,36,36,0,0,0,0,0,0,0,
UI8ToSI8,U64x4,1335,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
F32ToD64,D64x4,1336,1,1,1,1,,,1191,1191,0,0,0,0,0,0,0,
UI16ToSI32,U32,1337,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
LOr,I8x4,1338,2,1,1,1,,,21,21,0,0,0,0,0,0,0,
SI8ToUI64,U64x2,1339,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
LE,U32,1340,2,1,1,1,,,18,18,0,0,0,0,0,0,0,
UI8ToH16,F32,1341,1,1,1,1,,,20,20,0,0,0,0,0,0,0,
SI8ToH16,D64x2,1342,1,1,1,1,,,55,55,0,0,0,0,0,0,0,
Mul,I32x8,1343,2,1,1,1,,,562,562,0,0,0,0,0,0,32,
UI32ToSI32,I64,1344,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
NE,U32x8,1345,2,1,1,1,,,93,93,0,0,0,0,0,0,0,
RShf,I32,1346,2,1,1,1,,,85,85,0,0,0,0,0,0,0,
LOr,H16x4,1347,2,1,1,1,,,37,37,0,0,0,0,0,0,0,
UI8ToSI64,U64x4,1348,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
Select,I32x2,1349,3,1,1,1,,,65,65,0,0,0,0,0,0,0,
Mod,I64,1350,2,1,1,1,,,4624,4624,0,0,0,0,0,0,0,
RShf,I16,1351,2,1,1,1,,,36,36,0,0,0,0,0,0,0,
Mod,U32x8,1352,2,1,1,1,,,9145,9145,0,0,0,0,0,0,0,
F32ToUI32,F32x2,1353,1,1,1,1,,,640,640,0,0,0,0,0,0,0,
LXor,I32,1354,2,1,1,1,,,14,14,0,0,0,0,0,0,0,
RShf,U32x2,1355,2,1,1,1,,,169,169,0,0,0,0,0,0,0,
F32ToSI8,F32x2,1356,1,1,1,1,,,385,385,0,0,0,0,0,0,0,
FnnMulAdd,F32,1357,3,1,1,1,,,1390,1390,0,0,0,0,0,0,2,
LE,I64x4,1358,2,1,1,1,,,131,131,0,0,0,0,0,0,0,
SI16ToH16,H16x4,1359,1,1,1,1,,,284,284,0,0,0,0,0,0,0,
GT,U32,1360,2,1,1,1,,,18,18,0,0,0,0,0,0,0,
UI32ToUI8,U32,1361,1,1,1,1,,,6,6,0,0,0,0,0,0,0,
UI64ToSI64,U64x4,1362,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
LXor,U64x2,1363,2,1,1,1,,,55,55,0,0,0,0,0,0,0,
H16ToSI8,F32x4,1364,1,1,1,1,,,388,388,0,0,0,0,0,0,0,
H16ToUI16,F32x8,1365,1,1,1,1,,,972,972,0,0,0,0,0,0,0,
UI16ToUI64,U64,1366,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
SI8ToUI8,U16x2,1367,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
Div,U32x4,1368,2,1,1,1,,,4312,4312,0,0,0,0,0,0,0,
SI8ToF32,F32x8,1369,1,1,1,1,,,221,221,0,0,0,0,0,0,0,
SI8ToUI16,U64,1370,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
SI32ToSI64,U64x2,1371,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
UI16ToSI16,U32x4,1372,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
UI32ToUI8,U64,1373,1,1,1,1,,,6,6,0,0,0,0,0,0,0,
SI8ToUI32,U64x2,1374,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
UI8ToSI16,I16,1375,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
SI32ToUI32,U32x2,1376,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
UI8ToUI64,U64x8,1377,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
F32ToH16,D64x2,1378,1,1,1,1,,,430,430,0,0,0,0,0,0,0,
GE,I32x8,1379,2,1,1,1,,,133,133,0,0,0,0,0,0,0,
SI16ToSI32,I64x4,1380,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
SI16ToSI32,U32x4,1381,1,1,1,1,,,3,3,0,0,0,0,0,0,0,
SI32ToSI8,I32x8,1382,1,1,1,1,,,46,46,0,0,0,0,0,0,0,
UI16ToSI64,U64x8,1383,1,1,1,1,,,5,5,0,0,0,0,0,0,0,
Cat,I32,1384,2,1,1,1,,,17,17,0,0,0,0,0,0,0,
H16ToUI32,F32x2,1385,1,1,1,1,,,283,283,0,0,0,0,0,0,0,
SI64ToSI8,U64,1386,1,1,1,1,,,12,12,0,0,0,0,0,0,0,
LShf,U32x4,1387,2,1,1,1,,,337,337,0,0,0,0,0,0,0,
F32ToH16,D64,1388,1,1,1,1,,,246,246,0,0,0,0,0,0,0,
SI16ToUI8,I16x4,1389,1,1,1,1,,,10,10,0,0,0,0,0,0,0,
GT,U32x2,1390,2,1,1,1,,,34,34,0,0,0,0,0,0,0,
SI32ToSI8,I64x8,1391,1,1,1,1,,,46,46,0,0,0,0,0,0,0,
FDiv,H16x4,1392,2,1,1,1,,,1545,1545,0,0,452,0,0,0,0,
SI64ToUI32,I64x2,1393,1,1,1,1,,,15,15,0,0,0,0,0,0,0,
Mod,U16x8,1394,2,1,1,1,,,2506,2506,0,0,0,0,0,0,0,
SI8ToUI16,I64,1395,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
LAnd,D64x4,1396,2,1,1,1,,,141,141,0,0,0,0,0,0,0,
F32ToUI8,F32,1397,1,1,1,1,,,91,91,0,0,0,0,0,0,0,
UI16ToSI16,I16,1398,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
LE,I64,1399,2,1,1,1,,,34,34,0,0,0,0,0,0,0,
UI16ToUI8,U32x4,1400,1,1,1,1,,,10,10,0,0,0,0,0,0,0,
UI16ToUI8,U16x4,1401,1,1,1,1,,,10,10,0,0,0,0,0,0,0,
H16ToUI16,D64x8,1402,1,1,1,1,,,972,972,0,0,0,0,0,0,0,
pnMulAdd,I16,1403,3,1,1,1,,,12,12,0,0,0,0,0,0,1,
LOr,U64x4,1404,2,1,1,1,,,129,129,0,0,0,0,0,0,0,
SI16ToF32,D64,1405,1,1,1,1,,,71,71,0,0,0,0,0,0,0,
SI16ToUI32,I32,1406,1,1,1,1,,,1,1,0,0,0,0,0,0,0,
nnMulAdd,I8x8,1407,3,1,1,1,,,787,787,0,0,0,0,0,0,0,
Mul,I32x2,1408,2,1,1,1,,,141,141,0,0,0,0,0,0,8,
SI16ToUI16,I16x4,1409,1,1,1,1,,,4,4,0,0,0,0,0,0,0,
UI8ToSI16,U16x2,1410,1,1,1,1,,,2,2,0,0,0,0,0,0,0,
SI8ToUI16,U16x8,1411,1,1,1,1,,,7,7,0,0,0,0,0,0,0,
SI32ToUI16,I64x4,1412,1,1,1,1,,,16,16,0,0,0,0,0,0,0,
SI32ToUI8,I32x8,1413,1,1,1,1,,,44,44,0,0,0,0,0,0,0,
